epoch,train_loss,train_reconstruction_loss,train_reconstruction_mae,val_loss,val_reconstruction_loss,val_reconstruction_mae
1,0.8593446834937151,0.8593446834937151,0.4569141513454524,0.5363953781127929,0.5363953781127929,0.31106121301651
2,0.5349280406868728,0.5349280406868728,0.3041860076882677,0.4958426780998707,0.4958426780998707,0.2560413406789303
3,0.46775086269120425,0.46775086269120425,0.27281129318911124,423714.3101076325,423714.3101076325,3.8722559763491153
4,0.3323558838639211,0.3323558838639211,0.25085165484876415,0.30787453196942804,0.30787453196942804,0.22779452800750732
5,0.3834668566057604,0.3834668566057604,0.24096277074639683,0.24551305571570992,0.24551305571570992,0.22057547308504583
6,0.5418832789571669,0.5418832789571669,0.23705174194024853,0.3252431431598961,0.3252431431598961,0.2062524850666523
7,0.38210818288796194,0.38210818288796194,0.22179914215199592,0.2535626120120287,0.2535626120120287,0.20313182502985
8,0.3790693769151678,0.3790693769151678,0.21565223092996805,0.5186647855862975,0.5186647855862975,0.1978666304051876
9,0.3253160816539895,0.3253160816539895,0.20947281010355095,0.5822096583619714,0.5822096583619714,0.19214294821023942
10,0.4597629864397517,0.4597629864397517,0.2090315980935277,0.281313585229218,0.281313585229218,0.19022986806929112
