epoch,train_loss,train_reconstruction_loss,train_reconstruction_mae,val_loss,val_reconstruction_loss,val_reconstruction_mae
1,0.6395945615447138,0.6395945615447138,0.44456202234669356,0.36708907030522825,0.36708907030522825,0.2894380497932434
2,0.3924101751569837,0.3924101751569837,0.30435816012792083,0.3167998560518026,0.3167998560518026,0.283024343252182
3,0.3391143580903334,0.3391143580903334,0.2757850165105887,0.3082610637694597,0.3082610637694597,0.24213265046477317
4,0.2831996253478137,0.2831996253478137,0.2519248514917095,0.23803743992000817,0.23803743992000817,0.2203772696852684
5,0.26713851679782724,0.26713851679782724,0.2419583122586123,0.25416233003139493,0.25416233003139493,0.2220674106478691
6,0.25880114022895734,0.25880114022895734,0.23741350208481854,0.25347875546664,0.25347875546664,0.217206971347332
7,0.24277360080471566,0.24277360080471566,0.22413573776294363,0.2140206455439329,0.2140206455439329,0.1987899187207222
8,0.22843655977651514,0.22843655977651514,0.21971971171929194,0.21259597338736058,0.21259597338736058,0.2069416657090187
9,0.23585601971116416,0.23585601971116416,0.21669795651279708,0.20274872297421098,0.20274872297421098,0.19225533805787565
10,0.22479860077351707,0.22479860077351707,0.21430538628503717,0.21983475789427756,0.21983475789427756,0.200864075422287
11,0.21094229187750696,0.21094229187750696,0.20389060567248077,0.17770694809034468,0.17770694809034468,0.18231264121830462
12,0.20361317296322407,0.20361317296322407,0.19959912586122075,0.17449693350121379,0.17449693350121379,0.18362747460603715
13,0.2064590069467685,0.2064590069467685,0.19875528267408799,0.1995514765754342,0.1995514765754342,0.18193570278584958
14,0.19934092043554152,0.19934092043554152,0.1950361382976287,0.16997813706286252,0.16997813706286252,0.17306166399270295
15,0.199637931356352,0.199637931356352,0.1930194295736344,0.17994405537843705,0.17994405537843705,0.17452616568654775
16,0.19531147367783097,0.19531147367783097,0.19012401607685186,0.1791610470227897,0.1791610470227897,0.1766822475194931
17,0.1920154036799216,0.1920154036799216,0.1867622414824344,0.163220668239519,0.163220668239519,0.1709951252490282
18,0.18111038326241208,0.18111038326241208,0.18380433208395913,0.17291737470775842,0.17291737470775842,0.16584912434220314
19,0.18274852890586973,0.18274852890586973,0.18351884769927945,0.16460710919462143,0.16460710919462143,0.1648575857281685
20,0.18723785743980623,0.18723785743980623,0.1834552963862491,0.169053344540298,0.169053344540298,0.1672995148599148
