epoch,train_loss,train_reconstruction_loss,train_reconstruction_mae,val_loss,val_reconstruction_loss,val_reconstruction_mae
1,1.0933553896844388,1.0933553896844388,0.63813496530056,0.7634324342012405,0.7634324342012405,0.5593376219272613
2,0.9910060919821262,0.9910060919821262,0.4909182399511337,0.7642543017864227,0.7642543017864227,0.5287869393825531
3,0.9714098908007145,0.9714098908007145,0.4834784813225269,0.7302993327379227,0.7302993327379227,0.5105175465345383
4,0.7095448940992355,0.7095448940992355,0.47115143164992335,1.3324760407209397,1.3324760407209397,0.5556041061878204
5,0.8352877981960773,0.8352877981960773,0.45882217958569527,1.1763383328914643,1.1763383328914643,0.47030946910381316
6,0.8022169910371304,0.8022169910371304,0.44905260354280474,1.0184106603264809,1.0184106603264809,0.4327190488576889
7,0.7214496955275536,0.7214496955275536,0.41805798187851906,0.6893342912197113,0.6893342912197113,0.4049482434988022
8,0.6264644235372543,0.6264644235372543,0.41444614008069036,1.0909801483154298,1.0909801483154298,0.4312528699636459
9,0.8086665369570255,0.8086665369570255,0.42227291986346244,0.4826872915029526,0.4826872915029526,0.38968979120254515
10,0.8715410500764846,0.8715410500764846,0.40403938814997675,0.9388275250792504,0.9388275250792504,0.38303267359733584
