epoch,train_loss,train_reconstruction_loss,train_reconstruction_mae,val_loss,val_reconstruction_loss,val_reconstruction_mae
1,0.8616238288224795,0.8616238288224795,0.4584023950232066,0.5417931281402707,0.5417931281402707,0.31582919642329216
2,0.5941671413423433,0.5941671413423433,0.3196444606375634,0.5162797658890486,0.5162797658890486,0.31204983800649644
3,0.5349353057911774,0.5349353057911774,0.28598615913757447,0.564328338727355,0.564328338727355,0.25101025715470315
4,0.47273011456809055,0.47273011456809055,0.2593475585470272,0.3329734506830573,0.3329734506830573,0.22373871743679047
5,0.40303492596753,0.40303492596753,0.24989501501360828,0.7510791145265102,0.7510791145265102,0.22880807086825372
6,0.5308349668904576,0.5308349668904576,0.2500770096139283,0.7657659246213734,0.7657659246213734,0.2355740462988615
7,0.4823150460981302,0.4823150460981302,0.232446884966317,0.3804413584619761,0.3804413584619761,0.2099206354469061
8,0.3373267773341772,0.3373267773341772,0.22687402607812088,0.2617266274988651,0.2617266274988651,0.19998233050107955
9,0.4778410582345739,0.4778410582345739,0.2245842056250392,0.2991731579788029,0.2991731579788029,0.20182217948138714
10,0.46847402403877125,0.46847402403877125,0.2224482654849588,0.2877995851263404,0.2877995851263404,0.20031788423657418
11,0.37575683827214035,0.37575683827214035,0.21303175461082074,0.41050027914345266,0.41050027914345266,0.18701562158763407
12,0.40055294899781346,0.40055294899781346,0.208878950973602,0.22047677075490354,0.22047677075490354,0.19134744465351106
13,0.36503595195391614,0.36503595195391614,0.2094090008540478,0.22095023162662983,0.22095023162662983,0.18919008523225783
14,0.33419632020239864,0.33419632020239864,0.2039422494563408,0.1866273965779692,0.1866273965779692,0.17521783888339995
15,0.5064028163044069,0.5064028163044069,0.2050302077075396,423714.02852962643,423714.02852962643,3.8001769153773783
16,0.3780795931159249,0.3780795931159249,0.19965706516047868,0.3219022883474827,0.3219022883474827,0.18194919764995576
17,0.4288763892309041,0.4288763892309041,0.19721325912913987,0.40129133289679886,0.40129133289679886,0.18000643141567707
18,0.31176089903607174,0.31176089903607174,0.1923773151350862,0.24509614024311305,0.24509614024311305,0.1727212232351303
19,0.291697678867005,0.291697678867005,0.19308695159570996,0.18227684683166445,0.18227684683166445,0.16974735707044603
20,0.2883940929786234,0.2883940929786234,0.192528104113992,0.35553285539150237,0.35553285539150237,0.1738187164068222
