epoch,train_loss,train_reconstruction_loss,train_reconstruction_mae,val_loss,val_reconstruction_loss,val_reconstruction_mae
1,0.6485247661920278,0.6485247661920278,0.45055106259713545,0.3909380615130067,0.3909380615130067,0.30756330497562884
2,0.3948380537237268,0.3948380537237268,0.30902274722416395,0.3003791904821992,0.3003791904821992,0.2641273668408394
3,0.3355856186684493,0.3355856186684493,0.27992127043774506,0.3016910073906183,0.3016910073906183,0.24237604394555093
4,0.27926206596252,0.27926206596252,0.25165127319112535,0.23502768259495496,0.23502768259495496,0.22643501058220863
5,0.263600528709384,0.263600528709384,0.2412722986050757,0.24519060268998147,0.24519060268998147,0.21725181564688684
6,0.25391878151998715,0.25391878151998715,0.23523622293316146,0.2629805668722838,0.2629805668722838,0.23645070403814317
7,0.24299680873263693,0.24299680873263693,0.22485548006347206,0.22127522505819797,0.22127522505819797,0.20422096990048885
8,0.22727790493658867,0.22727790493658867,0.2204387535151066,0.21041998215019703,0.21041998215019703,0.20412617176771164
9,0.23801573644619745,0.23801573644619745,0.2183234810228612,0.2058114811545238,0.2058114811545238,0.1932081178948283
10,0.2188973146624469,0.2188973146624469,0.21204548015702582,0.2140165700018406,0.2140165700018406,0.1919536103308201
11,0.2081454560179404,0.2081454560179404,0.2030168261651128,0.1795377530902624,0.1795377530902624,0.18694704495370387
12,0.2018133263837931,0.2018133263837931,0.1974945699312825,0.16839811561629175,0.16839811561629175,0.18081544771790503
13,0.20272448067776203,0.20272448067776203,0.19566280411683043,0.192770662792027,0.192770662792027,0.17500960625708104
14,0.1940760225883359,0.1940760225883359,0.19206581960997593,0.16004492047242821,0.16004492047242821,0.16698251351714133
15,0.19717113465371,0.19717113465371,0.18864515996174488,0.169616128297057,0.169616128297057,0.16759861014783384
16,0.19005212878400193,0.19005212878400193,0.18674293836057937,0.17620658561587332,0.17620658561587332,0.17147530682384968
17,0.190780864498327,0.190780864498327,0.18379305036602453,0.16154845332726836,0.16154845332726836,0.16564010180532932
18,0.1773712851613835,0.1773712851613835,0.18004851086388907,0.16398629441857338,0.16398629441857338,0.16151108652353285
19,0.17975239001533547,0.17975239001533547,0.18026462963005757,0.15478971500881017,0.15478971500881017,0.16125074416399002
20,0.18496102195054817,0.18496102195054817,0.18092967141935748,0.1676195453107357,0.1676195453107357,0.16285155296325685
