iter	Passed	Remaining
1681	8831	6920
1682	8837	6915
1683	8842	6909
1684	8847	6904
1685	8852	6899
1686	8857	6894
1687	8863	6888
1688	8868	6883
1689	8873	6878
1690	8878	6873
1691	8883	6867
1692	8888	6862
1693	8894	6856
1694	8899	6851
1695	8904	6846
1696	8909	6841
1697	8914	6835
1698	8919	6830
1699	8925	6825
1700	8929	6819
1701	8934	6814
1702	8940	6808
1703	8945	6803
1704	8950	6798
1705	8955	6792
1706	8961	6787
1707	8966	6782
1708	8972	6777
1709	8977	6772
1710	8982	6767
1711	8988	6762
1712	8993	6757
1713	8998	6751
1714	9004	6746
1715	9009	6741
1716	9014	6735
1717	9019	6730
1718	9024	6725
1719	9029	6719
1720	9035	6714
1721	9041	6709
1722	9046	6704
1723	9051	6699
1724	9056	6693
1725	9061	6688
1726	9066	6683
1727	9071	6677
1728	9076	6672
1729	9081	6666
1730	9086	6661
1731	9091	6655
1732	9096	6650
1733	9101	6645
1734	9106	6639
1735	9111	6634
1736	9116	6629
1737	9122	6623
1738	9127	6618
1739	9132	6613
1740	9137	6607
1741	9142	6602
1742	9147	6597
1743	9153	6591
1744	9158	6586
1745	9163	6581
1746	9168	6576
1747	9173	6570
1748	9179	6565
1749	9184	6560
1750	9189	6554
1751	9194	6549
1752	9200	6544
1753	9205	6539
1754	9210	6533
1755	9215	6528
1756	9221	6523
1757	9226	6518
1758	9231	6513
1759	9236	6507
1760	9241	6502
1761	9247	6497
1762	9252	6492
1763	9257	6486
1764	9262	6481
1765	9268	6476
1766	9273	6470
1767	9278	6465
1768	9283	6460
1769	9288	6454
1770	9293	6449
1771	9299	6444
1772	9304	6439
1773	9309	6433
1774	9315	6428
1775	9320	6423
1776	9325	6418
1777	9330	6412
1778	9335	6407
1779	9340	6402
1780	9345	6396
1781	9350	6391
1782	9355	6385
1783	9360	6380
1784	9366	6375
1785	9370	6369
1786	9376	6364
1787	9381	6359
1788	9386	6353
1789	9391	6348
1790	9397	6343
1791	9402	6338
1792	9407	6332
1793	9412	6327
1794	9417	6322
1795	9423	6317
1796	9428	6311
1797	9433	6306
1798	9438	6301
1799	9444	6296
1800	9449	6290
1801	9454	6285
1802	9459	6280
1803	9464	6274
1804	9469	6269
1805	9474	6264
1806	9480	6258
1807	9485	6253
1808	9490	6248
1809	9495	6243
1810	9501	6237
1811	9506	6232
1812	9511	6227
1813	9516	6222
1814	9522	6216
1815	9527	6211
1816	9532	6206
1817	9538	6201
1818	9543	6196
1819	9548	6191
1820	9554	6185
1821	9559	6180
1822	9564	6175
1823	9569	6169
1824	9574	6164
1825	9579	6158
1826	9584	6153
1827	9590	6148
1828	9595	6143
1829	9600	6138
1830	9605	6132
1831	9611	6127
1832	9616	6122
1833	9621	6117
1834	9627	6111
1835	9632	6106
1836	9637	6101
1837	9642	6096
1838	9647	6090
1839	9653	6085
1840	9657	6080
1841	9663	6074
1842	9668	6069
1843	9673	6064
1844	9678	6059
1845	9683	6053
1846	9688	6048
1847	9694	6043
1848	9699	6037
1849	9704	6032
1850	9709	6027
1851	9715	6022
1852	9720	6016
1853	9725	6011
1854	9730	6006
1855	9735	6001
1856	9740	5995
1857	9746	5990
1858	9751	5985
1859	9756	5980
1860	9761	5974
1861	9767	5969
1862	9772	5964
1863	9777	5958
1864	9782	5953
1865	9788	5948
1866	9794	5943
1867	9799	5938
1868	9805	5933
1869	9810	5928
1870	9815	5922
1871	9820	5917
1872	9825	5912
1873	9831	5907
1874	9836	5901
1875	9841	5896
1876	9846	5891
1877	9851	5885
1878	9857	5880
1879	9862	5875
1880	9867	5870
1881	9872	5864
1882	9878	5859
1883	9883	5854
1884	9888	5849
1885	9893	5844
1886	9899	5838
1887	9904	5833
1888	9909	5828
1889	9915	5823
1890	9920	5817
1891	9926	5813
1892	9931	5807
1893	9936	5802
1894	9946	5800
1895	9951	5794
1896	9957	5789
1897	9962	5784
1898	9968	5779
1899	9973	5774
1900	9978	5768
1901	9983	5763
1902	9988	5758
1903	9994	5752
1904	10000	5748
1905	10004	5742
1906	10009	5737
1907	10015	5732
1908	10020	5726
1909	10025	5721
1910	10030	5716
1911	10035	5710
1912	10040	5705
1913	10046	5700
1914	10051	5694
1915	10056	5689
1916	10061	5684
1917	10067	5679
1918	10072	5673
1919	10077	5668
1920	10082	5663
1921	10087	5658
1922	10093	5652
1923	10098	5647
1924	10103	5642
1925	10109	5637
1926	10114	5631
1927	10119	5626
1928	10124	5621
1929	10130	5616
1930	10135	5610
1931	10140	5605
1932	10146	5600
1933	10151	5595
1934	10156	5590
1935	10162	5585
1936	10167	5579
1937	10172	5574
1938	10178	5569
1939	10183	5564
1940	10188	5558
1941	10193	5553
1942	10199	5548
1943	10204	5543
1944	10209	5538
1945	10215	5532
1946	10220	5527
1947	10225	5522
1948	10231	5517
1949	10236	5511
1950	10240	5506
1951	10245	5500
1952	10251	5495
1953	10256	5490
1954	10261	5485
1955	10266	5479
1956	10271	5474
1957	10276	5469
1958	10282	5463
1959	10287	5458
1960	10292	5453
1961	10297	5447
1962	10302	5442
1963	10308	5437
1964	10313	5432
1965	10318	5427
1966	10323	5421
1967	10329	5416
1968	10334	5411
1969	10339	5405
1970	10344	5400
1971	10349	5395
1972	10354	5389
1973	10360	5384
1974	10365	5379
1975	10370	5374
1976	10375	5368
1977	10380	5363
1978	10385	5358
1979	10390	5352
1980	10395	5347
1981	10400	5342
1982	10405	5336
1983	10411	5331
1984	10416	5326
1985	10422	5321
1986	10427	5315
1987	10432	5310
1988	10438	5305
1989	10443	5300
1990	10448	5295
1991	10453	5289
1992	10458	5284
1993	10463	5279
1994	10469	5273
1995	10474	5268
1996	10480	5263
1997	10485	5258
1998	10490	5253
1999	10495	5247
2000	10500	5242
2001	10506	5237
2002	10511	5232
2003	10516	5226
2004	10522	5221
2005	10527	5216
2006	10532	5211
2007	10537	5205
2008	10542	5200
2009	10547	5195
2010	10553	5190
2011	10558	5184
2012	10563	5179
2013	10569	5174
2014	10574	5168
2015	10579	5163
2016	10584	5158
2017	10589	5153
2018	10595	5148
2019	10600	5143
2020	10606	5137
2021	10611	5132
2022	10617	5127
2023	10622	5122
2024	10627	5117
2025	10633	5111
2026	10638	5106
2027	10644	5101
2028	10649	5096
2029	10654	5091
2030	10659	5085
2031	10664	5080
2032	10669	5075
2033	10675	5069
2034	10680	5064
2035	10685	5059
2036	10690	5054
2037	10695	5048
2038	10700	5043
2039	10706	5038
2040	10711	5033
2041	10717	5027
2042	10722	5022
2043	10727	5017
2044	10733	5012
2045	10738	5007
2046	10743	5001
2047	10748	4996
2048	10754	4991
2049	10759	4985
2050	10764	4980
2051	10769	4975
2052	10774	4970
2053	10780	4964
2054	10785	4959
2055	10790	4954
2056	10795	4949
2057	10800	4943
2058	10805	4938
2059	10810	4933
2060	10816	4927
2061	10821	4922
2062	10826	4917
2063	10831	4912
2064	10837	4906
2065	10842	4901
2066	10847	4896
2067	10853	4891
2068	10857	4885
2069	10863	4880
2070	10868	4875
2071	10873	4869
2072	10878	4864
2073	10883	4859
2074	10889	4854
2075	10894	4848
2076	10899	4843
2077	10904	4838
2078	10909	4833
2079	10915	4827
2080	10920	4822
2081	10925	4817
2082	10930	4811
2083	10935	4806
2084	10940	4801
2085	10945	4795
2086	10951	4790
2087	10956	4785
2088	10961	4780
2089	10966	4774
2090	10971	4769
2091	10977	4764
2092	10982	4759
2093	10988	4754
2094	10993	4748
2095	10998	4743
2096	11003	4738
2097	11008	4733
2098	11014	4727
2099	11019	4722
2100	11024	4717
2101	11029	4711
2102	11034	4706
2103	11040	4701
2104	11045	4696
2105	11051	4691
2106	11056	4685
2107	11061	4680
2108	11066	4675
2109	11071	4670
2110	11076	4664
2111	11082	4659
2112	11087	4654
2113	11092	4648
2114	11097	4643
2115	11102	4638
2116	11107	4633
2117	11112	4627
2118	11118	4622
2119	11123	4617
2120	11128	4612
2121	11133	4606
2122	11139	4601
2123	11144	4596
2124	11149	4591
2125	11154	4585
2126	11160	4580
2127	11165	4575
2128	11170	4570
2129	11175	4564
2130	11180	4559
2131	11186	4554
2132	11191	4549
2133	11196	4543
2134	11201	4538
2135	11212	4535
2136	11218	4530
2137	11223	4525
2138	11228	4519
2139	11233	4514
2140	11239	4509
2141	11244	4504
2142	11250	4499
2143	11255	4493
2144	11261	4488
2145	11266	4483
2146	11271	4478
2147	11277	4473
2148	11282	4467
2149	11287	4462
2150	11293	4457
2151	11298	4452
2152	11303	4446
2153	11308	4441
2154	11313	4436
2155	11318	4430
2156	11324	4425
2157	11329	4420
2158	11334	4415
2159	11339	4409
2160	11345	4404
2161	11350	4399
2162	11355	4394
2163	11360	4388
2164	11365	4383
2165	11370	4378
2166	11375	4372
2167	11381	4367
2168	11386	4362
2169	11391	4357
2170	11396	4351
2171	11402	4346
2172	11407	4341
2173	11412	4336
2174	11418	4331
2175	11423	4325
2176	11429	4320
2177	11434	4315
2178	11439	4310
2179	11445	4305
2180	11450	4299
2181	11455	4294
2182	11460	4289
2183	11465	4283
2184	11470	4278
2185	11476	4273
2186	11481	4268
2187	11486	4262
2188	11491	4257
2189	11496	4252
2190	11502	4247
2191	11507	4241
2192	11512	4236
2193	11517	4231
2194	11523	4226
2195	11528	4220
2196	11533	4215
2197	11538	4210
2198	11543	4204
2199	11548	4199
2200	11554	4194
2201	11559	4189
2202	11564	4183
2203	11569	4178
2204	11575	4173
2205	11580	4168
2206	11585	4162
2207	11591	4157
2208	11596	4152
2209	11601	4147
2210	11607	4142
2211	11612	4136
2212	11617	4131
2213	11623	4126
2214	11628	4121
2215	11633	4115
2216	11639	4110
2217	11644	4105
2218	11649	4100
2219	11654	4094
2220	11660	4089
2221	11665	4084
2222	11670	4079
2223	11676	4074
2224	11681	4068
2225	11686	4063
2226	11691	4058
2227	11697	4053
2228	11702	4047
2229	11707	4042
2230	11712	4037
2231	11717	4031
2232	11722	4026
2233	11727	4021
2234	11733	4016
2235	11738	4010
2236	11743	4005
2237	11748	4000
2238	11754	3995
2239	11759	3989
2240	11764	3984
2241	11769	3979
2242	11775	3974
2243	11780	3968
2244	11785	3963
2245	11790	3958
2246	11795	3952
2247	11801	3947
2248	11806	3942
2249	11811	3937
2250	11816	3931
2251	11821	3926
2252	11827	3921
2253	11832	3916
2254	11837	3910
2255	11842	3905
2256	11847	3900
2257	11852	3894
2258	11858	3889
2259	11863	3884
2260	11868	3879
2261	11873	3873
2262	11878	3868
2263	11884	3863
2264	11889	3858
2265	11894	3852
2266	11900	3847
2267	11905	3842
2268	11910	3837
2269	11916	3832
2270	11921	3826
2271	11926	3821
2272	11932	3816
2273	11937	3811
2274	11942	3805
2275	11947	3800
2276	11953	3795
2277	11958	3790
2278	11963	3784
2279	11969	3779
2280	11974	3774
2281	11979	3769
2282	11984	3763
2283	11990	3758
2284	11995	3753
2285	12000	3748
2286	12005	3743
2287	12011	3737
2288	12016	3732
2289	12021	3727
2290	12026	3721
2291	12030	3716
2292	12035	3711
2293	12041	3705
2294	12046	3700
2295	12051	3695
2296	12056	3689
2297	12061	3684
2298	12066	3679
2299	12071	3674
2300	12077	3668
2301	12082	3663
2302	12087	3658
2303	12093	3653
2304	12098	3647
2305	12103	3642
2306	12109	3637
2307	12114	3632
2308	12119	3626
2309	12124	3621
2310	12129	3616
2311	12134	3611
2312	12139	3605
2313	12144	3600
2314	12149	3595
2315	12154	3589
2316	12160	3584
2317	12165	3579
2318	12170	3574
2319	12175	3568
2320	12180	3563
2321	12185	3558
2322	12190	3552
2323	12196	3547
2324	12201	3542
2325	12206	3537
2326	12212	3531
2327	12217	3526
2328	12222	3521
2329	12227	3516
2330	12232	3510
2331	12237	3505
2332	12243	3500
2333	12248	3495
2334	12253	3489
2335	12258	3484
2336	12263	3479
2337	12268	3473
2338	12273	3468
2339	12278	3463
2340	12284	3458
2341	12289	3452
2342	12294	3447
2343	12299	3442
2344	12304	3436
2345	12310	3431
2346	12315	3426
2347	12320	3421
2348	12326	3416
2349	12331	3410
2350	12336	3405
2351	12341	3400
2352	12346	3394
2353	12351	3389
2354	12357	3384
2355	12362	3379
2356	12367	3373
2357	12373	3368
2358	12378	3363
2359	12383	3358
2360	12388	3352
2361	12394	3347
2362	12399	3342
2363	12404	3337
2364	12409	3331
2365	12414	3326
2366	12419	3321
2367	12425	3316
2368	12430	3310
2369	12435	3305
2370	12440	3300
2371	12446	3295
2372	12451	3290
2373	12456	3284
2374	12462	3279
2375	12467	3274
2376	12472	3269
2377	12478	3263
2378	12483	3258
2379	12488	3253
2380	12493	3248
2381	12498	3242
2382	12503	3237
2383	12508	3232
2384	12514	3226
2385	12519	3221
2386	12524	3216
2387	12530	3211
2388	12535	3206
2389	12540	3200
2390	12545	3195
2391	12550	3190
2392	12555	3184
2393	12560	3179
2394	12565	3174
2395	12570	3168
2396	12576	3163
2397	12581	3158
2398	12586	3153
2399	12591	3147
2400	12596	3142
2401	12601	3137
2402	12607	3132
2403	12612	3126
2404	12617	3121
2405	12622	3116
2406	12627	3110
2407	12632	3105
2408	12637	3100
2409	12642	3095
2410	12647	3089
2411	12653	3084
2412	12658	3079
2413	12663	3074
2414	12668	3068
2415	12673	3063
2416	12678	3058
2417	12684	3053
2418	12689	3047
2419	12694	3042
2420	12700	3037
2421	12705	3032
2422	12710	3026
2423	12716	3021
2424	12721	3016
2425	12727	3011
2426	12732	3006
2427	12737	3000
2428	12742	2995
2429	12747	2990
2430	12752	2984
2431	12758	2979
2432	12763	2974
2433	12768	2969
2434	12773	2963
2435	12779	2958
2436	12784	2953
2437	12789	2948
2438	12794	2942
2439	12800	2937
2440	12806	2932
2441	12811	2927
2442	12816	2922
2443	12821	2916
2444	12826	2911
2445	12832	2906
2446	12837	2901
2447	12842	2895
2448	12847	2890
2449	12853	2885
2450	12858	2880
2451	12863	2874
2452	12868	2869
2453	12873	2864
2454	12878	2859
2455	12883	2853
2456	12888	2848
2457	12894	2843
2458	12899	2838
2459	12904	2832
2460	12909	2827
2461	12915	2822
2462	12920	2816
2463	12925	2811
2464	12930	2806
2465	12936	2801
2466	12941	2796
2467	12946	2790
2468	12952	2785
2469	12957	2780
2470	12962	2775
2471	12968	2769
2472	12973	2764
2473	12978	2759
2474	12984	2754
2475	12989	2748
2476	12994	2743
2477	12999	2738
2478	13004	2733
2479	13009	2727
2480	13015	2722
2481	13020	2717
2482	13025	2712
2483	13030	2706
2484	13036	2701
2485	13041	2696
2486	13046	2691
2487	13052	2685
2488	13057	2680
2489	13062	2675
2490	13067	2670
2491	13073	2665
2492	13078	2659
2493	13083	2654
2494	13088	2649
2495	13094	2644
2496	13099	2638
2497	13104	2633
2498	13110	2628
2499	13115	2623
2500	13120	2617
2501	13126	2612
2502	13131	2607
2503	13136	2602
2504	13141	2596
2505	13146	2591
2506	13151	2586
2507	13156	2580
2508	13162	2575
2509	13167	2570
2510	13172	2565
2511	13177	2559
2512	13182	2554
2513	13187	2549
2514	13192	2544
2515	13198	2538
2516	13203	2533
2517	13208	2528
2518	13213	2523
2519	13219	2517
2520	13224	2512
2521	13229	2507
2522	13234	2502
2523	13239	2496
2524	13245	2491
2525	13250	2486
2526	13255	2481
2527	13261	2475
2528	13266	2470
2529	13271	2465
2530	13276	2460
2531	13282	2454
2532	13286	2449
2533	13292	2444
2534	13297	2439
2535	13302	2433
2536	13308	2428
2537	13313	2423
2538	13318	2418
2539	13323	2412
2540	13328	2407
2541	13333	2402
2542	13338	2397
2543	13344	2391
2544	13349	2386
2545	13354	2381
2546	13359	2376
2547	13365	2370
2548	13370	2365
2549	13375	2360
2550	13380	2355
2551	13385	2349
2552	13390	2344
2553	13396	2339
2554	13401	2334
2555	13406	2328
2556	13411	2323
2557	13416	2318
2558	13422	2313
2559	13427	2307
2560	13432	2302
2561	13437	2297
2562	13442	2291
2563	13447	2286
2564	13452	2281
2565	13458	2276
2566	13463	2270
2567	13468	2265
2568	13474	2260
2569	13479	2255
2570	13484	2250
2571	13489	2244
2572	13494	2239
2573	13500	2234
2574	13505	2229
2575	13510	2223
2576	13515	2218
2577	13520	2213
2578	13525	2207
2579	13531	2202
2580	13536	2197
2581	13541	2192
2582	13546	2186
2583	13551	2181
2584	13556	2176
2585	13561	2171
2586	13567	2165
2587	13572	2160
2588	13577	2155
2589	13582	2150
2590	13588	2144
2591	13593	2139
2592	13599	2134
2593	13604	2129
2594	13609	2124
2595	13614	2118
2596	13619	2113
2597	13624	2108
2598	13630	2102
2599	13635	2097
2600	13640	2092
2601	13645	2087
2602	13651	2082
2603	13656	2076
2604	13661	2071
2605	13666	2066
2606	13671	2061
2607	13677	2055
2608	13682	2050
2609	13688	2045
2610	13693	2040
2611	13698	2034
2612	13703	2029
2613	13708	2024
2614	13713	2019
2615	13718	2013
2616	13724	2008
2617	13729	2003
2618	13734	1998
2619	13739	1992
2620	13744	1987
2621	13749	1982
2622	13754	1976
2623	13760	1971
2624	13765	1966
2625	13770	1961
2626	13775	1955
2627	13780	1950
2628	13785	1945
2629	13791	1940
2630	13796	1934
2631	13801	1929
2632	13807	1924
2633	13812	1919
2634	13817	1914
2635	13822	1908
2636	13828	1903
2637	13833	1898
2638	13838	1893
2639	13843	1887
2640	13848	1882
2641	13854	1877
2642	13859	1872
2643	13864	1866
2644	13869	1861
2645	13874	1856
2646	13880	1851
2647	13885	1845
2648	13890	1840
2649	13896	1835
2650	13901	1830
2651	13906	1824
2652	13911	1819
2653	13917	1814
2654	13922	1809
2655	13927	1803
2656	13932	1798
2657	13937	1793
2658	13942	1788
2659	13948	1782
2660	13953	1777
2661	13958	1772
2662	13963	1767
2663	13969	1761
2664	13974	1756
2665	13979	1751
2666	13985	1746
2667	13990	1740
2668	13995	1735
2669	14001	1730
2670	14006	1725
2671	14012	1720
2672	14017	1714
2673	14023	1709
2674	14028	1704
2675	14033	1699
2676	14038	1693
2677	14043	1688
2678	14049	1683
2679	14054	1678
2680	14059	1672
2681	14064	1667
2682	14069	1662
2683	14074	1657
2684	14080	1651
2685	14085	1646
2686	14090	1641
2687	14096	1636
2688	14101	1630
2689	14106	1625
2690	14112	1620
2691	14117	1615
2692	14122	1609
2693	14127	1604
2694	14132	1599
2695	14137	1594
2696	14142	1588
2697	14147	1583
2698	14152	1578
2699	14158	1573
2700	14163	1567
2701	14169	1562
2702	14174	1557
2703	14180	1552
2704	14185	1547
2705	14190	1541
2706	14195	1536
2707	14200	1531
2708	14206	1526
2709	14211	1520
2710	14216	1515
2711	14221	1510
2712	14227	1505
2713	14232	1499
2714	14237	1494
2715	14242	1489
2716	14247	1484
2717	14253	1478
2718	14258	1473
2719	14263	1468
2720	14268	1463
2721	14274	1457
2722	14279	1452
2723	14284	1447
2724	14290	1442
2725	14295	1436
2726	14300	1431
2727	14305	1426
2728	14310	1421
2729	14316	1415
2730	14321	1410
2731	14326	1405
2732	14332	1400
2733	14337	1394
2734	14342	1389
2735	14347	1384
2736	14353	1379
2737	14358	1373
2738	14363	1368
2739	14368	1363
2740	14373	1358
2741	14379	1352
2742	14384	1347
2743	14390	1342
2744	14395	1337
2745	14400	1332
2746	14406	1326
2747	14411	1321
2748	14416	1316
2749	14421	1311
2750	14426	1305
2751	14432	1300
2752	14437	1295
2753	14442	1290
2754	14447	1284
2755	14453	1279
2756	14458	1274
2757	14463	1269
2758	14468	1263
2759	14473	1258
2760	14478	1253
2761	14483	1248
2762	14488	1242
2763	14494	1237
2764	14499	1232
2765	14504	1227
2766	14509	1221
2767	14514	1216
2768	14520	1211
2769	14525	1206
2770	14530	1200
2771	14535	1195
2772	14540	1190
2773	14545	1185
2774	14551	1179
2775	14556	1174
2776	14561	1169
2777	14566	1164
2778	14572	1158
2779	14577	1153
2780	14582	1148
2781	14587	1143
2782	14593	1137
2783	14598	1132
2784	14603	1127
2785	14608	1122
2786	14614	1116
2787	14619	1111
2788	14625	1106
2789	14630	1101
2790	14635	1095
2791	14640	1090
2792	14646	1085
2793	14651	1080
2794	14656	1075
2795	14662	1069
2796	14667	1064
2797	14672	1059
2798	14677	1054
2799	14683	1048
2800	14688	1043
2801	14693	1038
2802	14698	1033
2803	14703	1027
2804	14709	1022
2805	14714	1017
2806	14719	1012
2807	14725	1006
2808	14729	1001
2809	14734	996
2810	14740	991
2811	14745	985
2812	14750	980
2813	14755	975
2814	14760	970
2815	14765	964
2816	14770	959
2817	14776	954
2818	14781	949
2819	14786	943
2820	14791	938
2821	14797	933
2822	14802	928
2823	14807	922
2824	14812	917
2825	14817	912
2826	14822	907
2827	14827	901
2828	14833	896
2829	14838	891
2830	14844	886
2831	14849	880
2832	14854	875
2833	14860	870
2834	14865	865
2835	14870	859
2836	14876	854
2837	14881	849
2838	14886	844
2839	14891	838
2840	14896	833
2841	14902	828
2842	14907	823
2843	14912	817
2844	14917	812
2845	14922	807
2846	14928	802
2847	14933	797
2848	14938	791
2849	14943	786
2850	14949	781
2851	14954	776
2852	14959	770
2853	14964	765
2854	14969	760
2855	14974	755
2856	14979	749
2857	14984	744
2858	14990	739
2859	14995	734
2860	15000	728
2861	15005	723
2862	15010	718
2863	15015	713
2864	15020	707
2865	15026	702
2866	15031	697
2867	15036	692
2868	15042	686
2869	15047	681
2870	15052	676
2871	15058	671
2872	15063	665
2873	15068	660
2874	15073	655
2875	15078	650
2876	15084	644
2877	15089	639
2878	15094	634
2879	15099	629
2880	15104	623
2881	15110	618
2882	15115	613
2883	15120	608
2884	15125	602
2885	15131	597
2886	15136	592
2887	15141	587
2888	15146	581
2889	15152	576
2890	15157	571
2891	15162	566
2892	15167	560
2893	15172	555
2894	15178	550
2895	15183	545
2896	15188	540
2897	15193	534
2898	15198	529
2899	15204	524
2900	15209	519
2901	15214	513
2902	15219	508
2903	15224	503
2904	15230	498
2905	15235	492
2906	15241	487
2907	15246	482
2908	15251	477
2909	15256	471
2910	15261	466
2911	15266	461
2912	15271	456
2913	15276	450
2914	15282	445
2915	15286	440
2916	15292	435
2917	15297	429
2918	15302	424
2919	15307	419
2920	15312	414
2921	15318	408
2922	15323	403
2923	15329	398
2924	15334	393
2925	15339	387
2926	15344	382
2927	15350	377
2928	15355	372
2929	15360	366
2930	15365	361
2931	15370	356
2932	15376	351
2933	15381	346
2934	15386	340
2935	15392	335
2936	15397	330
2937	15402	325
2938	15407	319
2939	15412	314
2940	15417	309
2941	15423	304
2942	15428	298
2943	15433	293
2944	15438	288
2945	15443	283
2946	15448	277
2947	15454	272
2948	15459	267
2949	15464	262
2950	15470	256
2951	15474	251
2952	15480	246
2953	15485	241
2954	15490	235
2955	15495	230
2956	15501	225
2957	15506	220
2958	15511	214
2959	15516	209
2960	15522	204
2961	15527	199
2962	15532	193
2963	15537	188
2964	15542	183
2965	15548	178
2966	15553	172
2967	15558	167
2968	15563	162
2969	15568	157
2970	15574	152
2971	15579	146
2972	15584	141
2973	15590	136
2974	15595	131
2975	15600	125
2976	15605	120
2977	15611	115
2978	15616	110
2979	15621	104
2980	15626	99
2981	15632	94
2982	15637	89
2983	15642	83
2984	15647	78
2985	15652	73
2986	15658	68
2987	15663	62
2988	15668	57
2989	15673	52
2990	15678	47
2991	15684	41
2992	15689	36
2993	15694	31
2994	15700	26
2995	15705	20
2996	15710	15
2997	15715	10
2998	15721	5
2999	15726	0
