iter	RMSE
614	1.058121359
615	1.05748121
616	1.057058086
617	1.056519188
618	1.056187721
619	1.055779485
620	1.055434996
621	1.055110609
622	1.054567175
623	1.0540292
624	1.053728704
625	1.053290504
626	1.053154574
627	1.052838977
628	1.052627539
629	1.052598511
630	1.052200083
631	1.05183466
632	1.05143241
633	1.051136809
634	1.050613915
635	1.050301118
636	1.050120867
637	1.049744959
638	1.049358268
639	1.048902865
640	1.048407992
641	1.048120077
642	1.047868638
643	1.047467553
644	1.046936487
645	1.046632946
646	1.046146016
647	1.045822999
648	1.045412603
649	1.045156473
650	1.044756676
651	1.044435644
652	1.044225687
653	1.043767315
654	1.043153811
655	1.042925182
656	1.042303759
657	1.041894092
658	1.041865729
659	1.041249581
660	1.040964951
661	1.040303918
662	1.040012455
663	1.039689183
664	1.038965166
665	1.038832587
666	1.038536768
667	1.037762139
668	1.037500046
669	1.037189584
670	1.03676204
671	1.036030258
672	1.035800716
673	1.035425546
674	1.035116547
675	1.034843067
676	1.034481763
677	1.034028043
678	1.033514358
679	1.033239356
680	1.033012426
681	1.032497009
682	1.032143734
683	1.031764839
684	1.031313633
685	1.030985163
686	1.030619841
687	1.030255075
688	1.029967017
689	1.029574469
690	1.029067045
691	1.028765944
692	1.02830481
693	1.027627253
694	1.027132889
695	1.026715983
696	1.026292137
697	1.026003622
698	1.02577805
699	1.025506196
700	1.025096138
701	1.025068102
702	1.024779319
703	1.024570112
704	1.024276831
705	1.023946342
706	1.023839605
707	1.023599595
708	1.023233164
709	1.023210646
710	1.022795706
711	1.022583958
712	1.022042065
713	1.021640254
714	1.021311842
715	1.021069723
716	1.020995074
717	1.020616223
718	1.020405625
719	1.020110068
720	1.019884932
721	1.019592121
722	1.019253908
723	1.018854649
724	1.018584679
725	1.018271132
726	1.017846306
727	1.017618353
728	1.017304055
729	1.017082733
730	1.016614731
731	1.016120249
732	1.015899247
733	1.015456882
734	1.01503851
735	1.014820185
736	1.014077402
737	1.013587474
738	1.013203904
739	1.012786319
740	1.012529615
741	1.012121113
742	1.011791757
743	1.011413526
744	1.010868999
745	1.010596793
746	1.010228911
747	1.009982064
748	1.009620529
749	1.009259629
750	1.00875838
751	1.008346472
752	1.008170656
753	1.007798434
754	1.007506135
755	1.007134922
756	1.006880872
757	1.006488469
758	1.006054809
759	1.005920897
760	1.005617637
761	1.005360236
762	1.005044874
763	1.004810068
764	1.004723851
765	1.004336206
766	1.004254858
767	1.003903485
768	1.003576373
769	1.003121444
770	1.002972969
771	1.002549526
772	1.002238087
773	1.001757301
774	1.001505675
775	1.00125921
776	1.00116493
777	1.000748752
778	1.000401028
779	1.000297387
780	0.9996231179
781	0.9993358243
782	0.9988855498
783	0.998676559
784	0.9984596781
785	0.9980588941
786	0.9976490505
787	0.9973417516
788	0.9969574795
789	0.9968319572
790	0.9966048726
791	0.9963321922
792	0.9958702698
793	0.9956048611
794	0.9955855246
795	0.9949823295
796	0.9947193118
797	0.994289091
798	0.9940547083
799	0.9935149861
800	0.9930321656
801	0.9927383377
802	0.9924603045
803	0.9922449513
804	0.9919547883
805	0.9915570206
806	0.9911643732
807	0.9908481608
808	0.9905108568
809	0.990184285
810	0.9899065374
811	0.9894690286
812	0.9891083818
813	0.9887529467
814	0.9884634201
815	0.9881845137
816	0.9879472995
817	0.9874084061
818	0.9872418297
819	0.9868382872
820	0.9865187964
821	0.9861974159
822	0.9858050918
823	0.9854495068
824	0.9852941636
825	0.9851272104
826	0.984899771
827	0.9846141537
828	0.9845266863
829	0.984406914
830	0.9840847881
831	0.9837411413
832	0.9834198233
833	0.9831332899
834	0.9827392856
835	0.9823119198
836	0.9822500309
837	0.9819260097
838	0.9818944648
839	0.981872234
840	0.9814830384
841	0.981368245
842	0.9812937109
843	0.9812103908
844	0.9809877756
845	0.9805737116
846	0.9802517743
847	0.9801859762
848	0.9797811755
849	0.979241924
850	0.978909656
851	0.978865813
852	0.978652605
853	0.9782999944
854	0.9780518265
855	0.9777623468
856	0.9773256998
857	0.9769503107
858	0.9765568545
859	0.976124998
860	0.9758926361
861	0.9754740572
862	0.9750581748
863	0.9744761931
864	0.9742528811
865	0.9742237846
866	0.9741786893
867	0.9736640659
868	0.973432707
869	0.973130141
870	0.9728271798
871	0.9725573459
872	0.9721886704
873	0.9716795502
874	0.9713160669
875	0.9710493158
876	0.9706172838
877	0.9705514359
878	0.9704790164
879	0.9704636081
880	0.9702750698
881	0.9699624345
882	0.9696553034
883	0.9693774083
884	0.9690106005
885	0.9686629452
886	0.9686496361
887	0.9681831083
888	0.9678616859
889	0.9674215176
890	0.9670857293
891	0.9666813548
892	0.9662092197
893	0.9659261693
894	0.9657441465
895	0.9655919822
896	0.9655290963
897	0.9651250676
898	0.9646442514
899	0.9644024712
900	0.9640556903
901	0.9636298296
902	0.9633981747
903	0.9632891461
904	0.9628110965
905	0.9625171741
906	0.9622790217
907	0.9620397779
908	0.9615598695
909	0.9612655472
910	0.9608423139
911	0.9603335861
912	0.9600835178
913	0.9598236057
914	0.9593963968
915	0.9592025145
916	0.9588720143
917	0.9587606854
918	0.9584157277
919	0.9580103302
920	0.9578610085
921	0.9576134133
922	0.9574658149
923	0.9570782201
924	0.9568435876
925	0.956559908
926	0.9560910605
927	0.9557864347
928	0.9553546565
929	0.9551128282
930	0.9547829003
931	0.9544589525
932	0.9541117695
933	0.953688903
934	0.9536720703
935	0.9532111114
936	0.9531815827
937	0.9529098483
938	0.9528956444
939	0.9526633415
940	0.952469006
941	0.952102103
942	0.9517941784
943	0.9513621057
944	0.9511650292
945	0.9509763714
946	0.9505957302
947	0.9502354559
948	0.9500024107
949	0.9496718446
950	0.9492049544
951	0.9491934119
952	0.9488321824
953	0.9485826908
954	0.9481626581
955	0.9478869669
956	0.9476023232
957	0.9470333274
958	0.9467132048
959	0.9464499666
960	0.9459153661
961	0.9459063175
962	0.9457434808
963	0.9455140063
964	0.9451498042
965	0.9449354212
966	0.9447188269
967	0.9443289482
968	0.9439920912
969	0.943641574
970	0.9431808182
971	0.9427245615
972	0.9427103076
973	0.9424669285
974	0.9421682015
975	0.9418706698
976	0.9414813223
977	0.9409717189
978	0.9407913002
979	0.9407818242
980	0.9403787677
981	0.9401300687
982	0.9397217767
983	0.9395028097
984	0.9390224903
985	0.9387904147
986	0.938428862
987	0.9381637958
988	0.9381199719
989	0.9378193177
990	0.9375834181
991	0.9375711923
992	0.9371927237
993	0.9369422715
994	0.9365975709
995	0.9365851547
996	0.9363193448
997	0.9360786793
998	0.9357742896
999	0.9357645671
1000	0.9353823324
1001	0.9350330298
1002	0.9346456721
1003	0.9342292435
1004	0.9339836362
1005	0.9339739432
1006	0.9335208781
1007	0.9333147885
1008	0.9328898914
1009	0.932437201
1010	0.932251469
1011	0.9322407375
1012	0.9318583798
1013	0.93160525
1014	0.9313125636
1015	0.9309170177
1016	0.9308029322
1017	0.9306000527
1018	0.9301630045
1019	0.9300039341
1020	0.9296889524
1021	0.9292872697
1022	0.9288655997
1023	0.9288543705
1024	0.928618178
1025	0.9281689504
1026	0.927804471
1027	0.9273989368
1028	0.9272150739
1029	0.9269566619
1030	0.9267685614
1031	0.9265144135
1032	0.9265041183
1033	0.9261866861
1034	0.9257670112
1035	0.9255331837
1036	0.9252528396
1037	0.9248041877
1038	0.9246412114
1039	0.924353221
1040	0.9241510627
1041	0.9238584433
1042	0.9236363814
1043	0.9232617397
1044	0.9228764144
1045	0.9224633699
1046	0.9220993841
1047	0.9218158355
1048	0.9217154262
1049	0.9214743293
1050	0.9210611452
1051	0.9208786802
1052	0.9205786706
1053	0.9202437286
1054	0.9200799173
1055	0.9198897513
1056	0.9198078928
1057	0.9195424858
1058	0.9189777965
1059	0.9185861409
1060	0.9182897561
1061	0.9182272254
1062	0.9179341586
1063	0.9176413229
1064	0.9172771653
1065	0.9171301453
1066	0.9167517132
1067	0.9163375319
1068	0.9161139756
1069	0.9158333436
1070	0.9155524841
1071	0.9155417979
1072	0.9153230026
1073	0.9151337471
1074	0.9147664391
1075	0.9143667219
1076	0.9143556142
1077	0.9141384415
1078	0.913988871
1079	0.913639515
1080	0.9133452361
1081	0.9130785499
1082	0.9127737783
1083	0.9123395505
1084	0.9119265477
1085	0.911676226
1086	0.9112453903
1087	0.9111501112
1088	0.9108922234
1089	0.9105183243
1090	0.9098829654
1091	0.9095456443
1092	0.9090040605
1093	0.9088253493
1094	0.9087501774
1095	0.9087351443
1096	0.9084246685
1097	0.9082621314
1098	0.9081024534
1099	0.9076991324
1100	0.9074777262
1101	0.9070673166
1102	0.9065645616
1103	0.9063604099
1104	0.9060808633
1105	0.9060690269
1106	0.9060603932
1107	0.9057673092
1108	0.9056262916
1109	0.9052530149
1110	0.9052451814
1111	0.9049081826
1112	0.9049011758
1113	0.9046811296
1114	0.9042025087
1115	0.9039394821
1116	0.9035479134
1117	0.9033229144
1118	0.9029641008
1119	0.902500122
1120	0.9024936169
1121	0.9024064034
1122	0.9019881422
1123	0.9017618611
1124	0.901538867
1125	0.9012589898
1126	0.9011001031
1127	0.90093907
1128	0.9008772508
1129	0.9005195153
1130	0.9001002118
1131	0.9000893996
1132	0.8997849568
1133	0.8996529872
1134	0.8992879073
1135	0.899075209
1136	0.898914109
1137	0.8987515721
1138	0.8987436115
1139	0.8985526772
1140	0.8983174158
1141	0.8979569098
1142	0.897667275
1143	0.8972524199
1144	0.8970373333
1145	0.8968111532
1146	0.8964608326
1147	0.896246147
1148	0.89578921
1149	0.8954598125
1150	0.895448493
1151	0.8952051564
1152	0.8951334172
1153	0.8946025625
1154	0.8943484147
1155	0.8941317958
1156	0.8940049521
1157	0.8936774552
1158	0.8936270748
1159	0.8930804145
1160	0.8929003079
1161	0.8928927085
1162	0.8925452658
1163	0.8925355798
1164	0.8923993352
1165	0.8923928361
1166	0.8920886454
1167	0.8920277041
1168	0.8917998124
1169	0.8913326608
1170	0.8912240993
1171	0.8908686516
1172	0.8903026316
1173	0.8901409592
1174	0.8900643017
1175	0.889765815
1176	0.889514806
1177	0.8892729187
1178	0.8889538947
1179	0.888583771
1180	0.8882804676
1181	0.8880281604
1182	0.8878030416
1183	0.887594576
1184	0.8874383093
1185	0.8872114212
1186	0.8869817021
1187	0.8867125967
1188	0.8863405467
1189	0.8861267974
1190	0.8857279463
1191	0.8854793514
1192	0.8852897417
1193	0.8850853029
1194	0.8847108229
1195	0.8844945548
1196	0.8843635998
1197	0.8840323638
1198	0.8838357877
1199	0.883724711
1200	0.8834936285
1201	0.8831132637
1202	0.8826394837
1203	0.8823511736
1204	0.8822270787
1205	0.8819668113
1206	0.8816749988
1207	0.8813717764
1208	0.8812856497
1209	0.8810601824
1210	0.8808922543
1211	0.8805793324
1212	0.880441789
1213	0.8803099778
1214	0.8800611399
1215	0.8798315015
1216	0.8794320747
1217	0.8790876538
1218	0.8788797444
1219	0.8788720064
1220	0.8785937225
1221	0.8783563993
1222	0.8783507392
1223	0.8779888503
1224	0.8776832091
1225	0.8774674832
1226	0.8774387715
1227	0.8772267482
1228	0.8767786536
1229	0.8764365507
1230	0.8764262002
1231	0.8759533877
1232	0.8757967991
1233	0.8754692434
1234	0.8750366933
1235	0.8748809589
1236	0.8745966975
1237	0.8743598828
1238	0.8740308601
1239	0.8736994376
1240	0.8733235078
1241	0.8730750302
1242	0.8728789429
1243	0.8727654154
1244	0.8725638481
1245	0.8723271302
1246	0.8723201112
1247	0.8721900583
1248	0.8719252716
1249	0.8716697917
1250	0.871346076
1251	0.8711019504
1252	0.8708087177
1253	0.8704843945
1254	0.8702424952
1255	0.8698786498
1256	0.8696388022
1257	0.8695625078
1258	0.8694484971
1259	0.8692271975
1260	0.8690673338
1261	0.8688214409
1262	0.8685990654
1263	0.8684205541
1264	0.8680545901
1265	0.8678823218
1266	0.8674515713
1267	0.8672846799
1268	0.8672280858
1269	0.8669042034
1270	0.8667235063
1271	0.8663660098
1272	0.866142701
1273	0.8660388304
1274	0.8658879968
1275	0.8656570489
1276	0.8653431093
1277	0.865239711
1278	0.8647938852
1279	0.8646228676
1280	0.8642361312
1281	0.8639999808
1282	0.8637762607
1283	0.8633718313
1284	0.86292882
1285	0.8626043786
1286	0.8621283048
1287	0.8620313927
1288	0.8616826861
1289	0.8615738141
1290	0.8614512472
1291	0.8612943407
1292	0.8612305136
1293	0.8607728559
1294	0.8606830402
1295	0.8603242457
1296	0.8600384905
1297	0.8596599542
1298	0.8594442347
1299	0.8589982193
1300	0.8587124553
1301	0.8585247654
1302	0.8583468725
1303	0.8582227885
1304	0.8579643391
1305	0.8576588219
1306	0.8572334752
1307	0.8568870546
1308	0.8565251485
1309	0.8561224124
1310	0.8558518989
1311	0.8557690637
1312	0.85549971
1313	0.8554227828
1314	0.8551819764
1315	0.8547656619
1316	0.854343307
1317	0.8539843218
1318	0.8537776276
1319	0.853636945
1320	0.8533784984
1321	0.8532193849
1322	0.8530369582
1323	0.8526398016
1324	0.8525569838
1325	0.8522894455
1326	0.8521623285
1327	0.8520088544
1328	0.8517365603
1329	0.8515584976
1330	0.8513694572
1331	0.8511477093
1332	0.8509360226
1333	0.8508222926
1334	0.8505990805
1335	0.8503240016
1336	0.8499414123
1337	0.8497048932
1338	0.8493661833
1339	0.8490908424
1340	0.8487945962
1341	0.8487310468
1342	0.8484227209
1343	0.84825739
1344	0.8480179901
1345	0.8477161028
1346	0.8475687179
1347	0.8475595123
1348	0.8473324967
1349	0.8471235807
1350	0.8468488036
1351	0.8467090931
1352	0.8464397798
1353	0.8461839245
1354	0.8457896706
1355	0.8456259589
1356	0.845278116
1357	0.8450376854
1358	0.8446384712
1359	0.8443120821
1360	0.8442512581
1361	0.8440948625
1362	0.8438821665
1363	0.8436574877
1364	0.8433208626
1365	0.8429454105
1366	0.8427619343
1367	0.842583681
1368	0.842321578
1369	0.8421479422
1370	0.8419773764
1371	0.8415076854
1372	0.8413280732
1373	0.8410806923
1374	0.8408505922
1375	0.8406570161
1376	0.8404828688
1377	0.8402473881
1378	0.8399914691
1379	0.8397541502
1380	0.8394646639
1381	0.8393734746
1382	0.839069987
1383	0.8387259089
1384	0.8385849891
1385	0.8382893486
1386	0.8380227592
1387	0.8376411322
1388	0.8373528291
1389	0.8371506996
1390	0.8366576126
1391	0.8366200656
1392	0.8364335058
1393	0.8363000122
1394	0.8359146316
1395	0.8356603379
1396	0.8352752716
1397	0.8350931351
1398	0.8350843302
1399	0.8348162804
1400	0.8346747476
1401	0.8345671474
1402	0.8343082088
1403	0.8341392788
1404	0.8338525855
1405	0.83359028
1406	0.8331841919
1407	0.8330166291
1408	0.8326048945
1409	0.8323707309
1410	0.8321664375
1411	0.8319465621
1412	0.8317463007
1413	0.8314341611
1414	0.8311741094
1415	0.8311411068
1416	0.8307613102
1417	0.8305340547
1418	0.8303319687
1419	0.8299828436
1420	0.8297160847
1421	0.8294793313
1422	0.829309293
1423	0.8289847047
1424	0.8288244346
1425	0.828530505
1426	0.8283427082
1427	0.8280037337
1428	0.82767125
1429	0.8273922634
1430	0.8273854038
1431	0.8269765602
1432	0.8266246903
1433	0.8263627592
1434	0.8260621615
1435	0.8257850215
1436	0.8255939604
1437	0.8254709934
1438	0.8252316821
1439	0.8250572104
1440	0.824806763
1441	0.8247139253
1442	0.8243247232
1443	0.8239649
1444	0.8237282781
1445	0.8234350686
1446	0.8231839318
1447	0.8229148338
1448	0.8227271959
1449	0.8224673606
1450	0.8222102198
1451	0.8219959343
1452	0.8217028027
1453	0.821585514
1454	0.8212544454
1455	0.8210835309
1456	0.8207136909
1457	0.8205411145
1458	0.8202516414
1459	0.8199417716
1460	0.8197600451
1461	0.8197525295
1462	0.8195464745
1463	0.8193204419
1464	0.8192030597
1465	0.8187764395
1466	0.8187558209
1467	0.8184221177
1468	0.8181323995
1469	0.817953967
1470	0.8175841853
1471	0.8173153558
1472	0.8172164408
1473	0.8168649562
1474	0.8164931603
1475	0.8161961112
1476	0.8158514837
1477	0.8158459122
1478	0.8156562654
1479	0.8155600638
1480	0.8151764081
1481	0.8149105571
1482	0.8148424475
1483	0.8147909646
1484	0.8145911582
1485	0.8145436402
1486	0.8143999864
1487	0.8140201034
1488	0.8137800082
1489	0.8135174397
1490	0.8132507299
1491	0.8130423254
1492	0.8126731852
1493	0.8125244986
1494	0.8122309657
1495	0.811908389
1496	0.8119031742
1497	0.8116317212
1498	0.8116271904
1499	0.811424727
1500	0.8111643144
1501	0.8110245836
1502	0.8106196128
1503	0.8103093704
1504	0.8103043913
1505	0.8100767646
1506	0.8099159999
1507	0.8096674768
1508	0.8093736255
1509	0.8091383875
1510	0.8088046683
1511	0.808326139
1512	0.8082100579
1513	0.8080113945
1514	0.8077175184
1515	0.8075546917
1516	0.8072853879
1517	0.8069722431
1518	0.8067676984
1519	0.8065454672
1520	0.806312183
1521	0.8062183329
1522	0.8059221138
1523	0.8056019172
1524	0.8054916088
1525	0.8053316526
1526	0.8052623072
1527	0.805173429
1528	0.8047894799
1529	0.8044870362
1530	0.8042612077
1531	0.8040005342
1532	0.8038099037
1533	0.803606695
1534	0.803499369
1535	0.8034948683
1536	0.8033496194
1537	0.8030846451
1538	0.8028701162
1539	0.8027108679
1540	0.8022599886
1541	0.8019321414
1542	0.8018127903
1543	0.8015074077
1544	0.8013307814
1545	0.8010550465
1546	0.8008412668
1547	0.8004728881
1548	0.8002154377
1549	0.7999604818
1550	0.7998566671
1551	0.7995365564
1552	0.7992990812
1553	0.7990762257
1554	0.7986985484
1555	0.7984792007
1556	0.7983240692
1557	0.7980716649
1558	0.7978571854
1559	0.7975575154
1560	0.7973730774
1561	0.7970141592
1562	0.7970093375
1563	0.7968306953
1564	0.7968240761
1565	0.7966597509
1566	0.7965015611
1567	0.7962509424
1568	0.7959796205
1569	0.7956748719
1570	0.7952858749
1571	0.7950053885
1572	0.794787328
1573	0.7946646477
1574	0.7944726425
1575	0.7942685021
1576	0.7939486519
1577	0.7937238064
1578	0.7936762086
1579	0.7933966324
1580	0.793355077
1581	0.7929341918
1582	0.7928169058
