epoch,train_loss,train_reconstruction_loss,train_reconstruction_mae,val_loss,val_reconstruction_loss,val_reconstruction_mae
1,0.6332262162147301,0.6332262162147301,0.44032820601307177,0.37415197867900135,0.37415197867900135,0.3001862668991089
2,0.3877229790393291,0.3877229790393291,0.30573473213902047,0.29525002125650646,0.29525002125650646,0.2586813709139824
3,0.3329127505984655,0.3329127505984655,0.2778916491819569,0.29360166616737843,0.29360166616737843,0.23811289861798288
4,0.28246589909572745,0.28246589909572745,0.25219154324129184,0.235859403796494,0.235859403796494,0.22341955915093423
5,0.26379311955545653,0.26379311955545653,0.24237437137128123,0.24479030288755893,0.24479030288755893,0.2149274641275406
6,0.261136907755728,0.261136907755728,0.24064890267116296,0.24619366079568863,0.24619366079568863,0.2163599869608879
7,0.23783935514520338,0.23783935514520338,0.22311567798519616,0.20898131344467402,0.20898131344467402,0.20764849647879602
8,0.2236979857969194,0.2236979857969194,0.21857660487106526,0.19976079031825067,0.19976079031825067,0.19647156774997712
9,0.23198571080524916,0.23198571080524916,0.21404769772696555,0.21124819410033524,0.21124819410033524,0.1932885380834341
10,0.22163095126299173,0.22163095126299173,0.21172463841342207,0.20855824425816535,0.20855824425816535,0.1930353969335556
11,0.2071173948514972,0.2071173948514972,0.20117485891061104,0.1801310038007796,0.1801310038007796,0.18280974432826042
12,0.2026276182692958,0.2026276182692958,0.1976890012209001,0.1677730561979115,0.1677730561979115,0.18182391047477722
13,0.2033493926828394,0.2033493926828394,0.1972862720039089,0.1931168393790722,0.1931168393790722,0.18051810570061208
14,0.19518923414143868,0.19518923414143868,0.1938031142769893,0.16004692341201007,0.16004692341201007,0.17072656705975534
15,0.19873029937597006,0.19873029937597006,0.19149473373325407,0.17689687230391427,0.17689687230391427,0.17448435436934231
16,0.19122206273322143,0.19122206273322143,0.1884831275124694,0.17649031214416028,0.17649031214416028,0.173606591001153
17,0.19012739851845603,0.19012739851845603,0.18579702357050754,0.1685206832177937,0.1685206832177937,0.1685344799607992
18,0.18013366918907658,0.18013366918907658,0.1825790885713899,0.16377518799155952,0.16377518799155952,0.16285936199128628
19,0.18083349832096687,0.18083349832096687,0.1817993828158835,0.16272300782613455,0.16272300782613455,0.16449530862271786
20,0.1845203292009512,0.1845203292009512,0.18213581832440134,0.16820609226822852,0.16820609226822852,0.16502183593809605
